ObjectID,GlobalID,Found Date,Found_UUID,Linked_Incident_UUID,Linked_Team,Linked_Incident_Date,How Were the Subject(s) Found?,Specify Other for How Subject(s) Were Found,Subject Mobility and Responsiveness,ParentGlobalID,CreationDate,Creator,EditDate,Editor,x,y
1632,77861bc7-2bc4-4607-b3b1-0082cbce424f,,,b0ce0d4f-ed61-4b73-ad5e-1fbf5e43ec34,Ventura_County_Sheriff_SAR,,,,,b449ff3c-8e34-4e51-84c6-4b604d7c696f,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,5.6843418860808E-14,5.6843418860808E-14
1633,46bbcb30-88b1-496d-93f9-545beac53ddf,,,B0E3A531-728B-4993-8776-DC8A3059418B,,,"CONFINEMENT,PATROL,SELF-RESCUED",,Mobile_and_Responsive,364d5087-5f43-485f-b110-9d81a361b1f4,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-111.4377,34.8308000000001
1634,d722555f-ecf5-4763-b3c9-4b558a9474fc,,,8CEBCDB2-0617-4C83-8B2C-63A8BCAC248A,Sierra_Madre_SAR,,"Bailey Canyon, Los Angeles County, CA (Mount Wilson USGS 7.5 quad)",,,d01e069f-6f93-4934-83c3-fd85f0ba55f4,11/13/2022 12:19:37 AM,MRA_Admin,5/22/2023 3:32:48 PM,MRA_Admin,-118.059967,34.178033
1635,d4177ebf-1eb0-4021-8674-5c570d9709f3,,,8f380a05-fb58-429d-9ee2-827307a42444,Atalaya_SAR,5/15/2020 7:06:00 AM,GROUND_TEAM,,Mobile_and_Responsive,2efb2025-4e19-442e-94ea-4fb7fd0f98ad,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-105.845814987,35.7606981800001
1636,15eb0e17-73ad-4735-b9e9-956bde48c1b8,,,c38db69d-f16a-4092-bda8-e312775fc9f5,Ventura_County_Sheriff_SAR,,,,,256220cb-52d8-4a92-8780-356c5a2ab536,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,5.6843418860808E-14,5.6843418860808E-14
1637,afeb8a0d-586a-441e-b3fa-b55cb8189a5d,,,34E132B6-251D-4DC7-8498-E22AFB6423B5,,,"CONFINEMENT,FAMILY/FRIENDS,INVESTIGATIVE,SELF-RESCUED",,Mobile_and_Responsive,85277797-d16e-479f-9948-90accb4433f1,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-111.5839,35.2243
1638,8815b0fb-05fb-4d43-a5da-f857d247e15c,,,989103A6-F1E3-4FFF-8FD3-9572F1D90DA1,Sierra_Madre_SAR,,"Chantry Flat, Los Angeles County, CA (Mount Wilson USGS 7.5 quad)",,,3eb232b9-bf28-47d0-bede-bdc0c3b8f215,11/13/2022 12:19:37 AM,MRA_Admin,5/22/2023 3:32:48 PM,MRA_Admin,-118.022447,34.1955290000001
1639,48bde145-c253-4b3a-93c3-5e153964b5ff,,,8dbd258c-b501-4d5f-8965-b49d5ccf4166,Atalaya_SAR,5/22/2020 4:29:00 AM,GROUND_TEAM,,Mobile_and_Responsive,b79c22d1-6aa5-4a85-9d56-e74695e030a4,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-105.856394616,35.549660482
1640,dad8b96a-d50f-4143-b72d-6c248cb45277,7/17/2020 2:30:00 PM,,0dced72f-9118-495b-a609-2738d9e06c53,Atalaya_SAR,7/17/2020 5:43:00 AM,GROUND_TEAM,,Mobile_and_Responsive,f1ef5971-e6bc-4add-8c99-0a65a58248b5,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-106.625920144,36.3324341430001
1641,91d8bcbc-85fa-49db-95c5-6382d8f173b9,,,ad453dab-3ebd-4202-a48a-cca78d73ead3,Atalaya_SAR,7/21/2020 4:18:00 AM,GROUND_TEAM,,Immobile_and_Responsive,a6944562-359b-4b84-9e66-fd83fb5a80fa,11/13/2022 12:19:37 AM,MRA_Admin,11/13/2022 12:54:33 AM,MRA_Admin,-105.7656,35.8126
