objectid,GlobalID,How Were the Subject(s) Found?,Specify Other for How Subject(s) Were Found,Subject Mobility and Responsiveness,ParentGlobalID,CreationDate,Creator,EditDate,Editor,Linked_Incident_UUID,Linked_Team,Linked_Incident_Date,Found_Date,Found_UUID,x,y
2836,a2e64ba3-a012-46e2-85bb-6cee5d094511,PATROL,,Immobile_and_Unresponsive,f5150a6a-7932-4e5b-80ab-6f1973d83c14,3/15/2021 5:51:33 PM,E60135Hub,3/15/2021 5:51:33 PM,E60135Hub,1247ee61-f25d-4fc2-82c0-e0b1acac583d,Idaho_Mtn_SAR,9/5/2020 2:00:00 AM,9/5/2020 2:00:00 PM,,-116.430839999703,43.6994800002578
2837,662a7f3e-ce91-4059-896c-4d63ade126f4,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,e31c7b4a-76d3-4e4f-8d60-09d1841f511f,3/15/2021 6:05:09 PM,E60135Hub,3/15/2021 6:05:09 PM,E60135Hub,9fbdccbf-1876-4124-94e0-2ad55708e0a2,Idaho_Mtn_SAR,10/11/2020 8:30:00 PM,10/11/2020 10:15:00 PM,,-115.052269999908,44.1599999997694
2838,71e02dfc-117b-4d58-86f7-856cc2cee80a,K9-HRD,,Immobile_and_Unresponsive,ee2a583a-1292-47fd-8353-817fcce8793a,3/15/2021 6:38:27 PM,E60135Hub,3/15/2021 6:38:27 PM,E60135Hub,d28dc512-61d6-4d28-8c9f-d68eff34a27e,Idaho_Mtn_SAR,10/25/2020 6:15:00 PM,10/25/2020 11:00:00 PM,,-116.714399999619,43.0355399999338
2839,078dccf7-4e50-4190-8e56-600fcfad8f9f,SELF-RESCUED,,Mobile_and_Responsive,42926cd1-682a-4a4f-8df7-5dae81adf628,3/15/2021 9:05:33 PM,E60135Hub,3/15/2021 9:05:33 PM,E60135Hub,a0d6c36e-525f-400e-a790-e44d15178951,Idaho_Mtn_SAR,10/27/2020 4:15:00 AM,10/27/2020 3:15:00 PM,,-115.657719999901,43.697580000055
2840,fb84439f-f01d-40f1-81e8-af54f5303349,GROUND_TEAM,,Mobile_and_Responsive,691f1f7c-5520-4cb5-8744-e4f6734ff2c2,3/15/2021 9:38:14 PM,E60135Hub,3/15/2021 9:38:14 PM,E60135Hub,7cb49d62-cc04-47ac-adff-07327f842a94,Idaho_Mtn_SAR,11/26/2020 2:15:00 AM,11/26/2020 6:00:00 PM,,-115.530770000406,43.9613700000979
2841,f253b349-4951-43d2-8c5a-36cea7888c65,AIRCRAFT-HELICOPTER,,Immobile_and_Unresponsive,3b379aff-be69-4622-84d1-4d035219c5d1,3/15/2021 10:15:09 PM,E60135Hub,3/15/2021 10:15:09 PM,E60135Hub,6ef0faee-6118-4e65-83d4-fe50fcaec46e,Idaho_Mtn_SAR,2/3/2021 3:45:00 AM,2/3/2021 8:15:00 AM,,-115.934700000261,43.5243500000082
2842,3a7d6fbe-1cbe-4bd1-8779-88c3abaee9e0,PATROL,,"Mobile_and_Responsive,Immobile_and_Responsive",db872160-35ce-4472-8b4d-ed8ace0e3fa1,3/16/2021 3:31:04 PM,E60135Hub,3/16/2021 3:31:04 PM,E60135Hub,99270569-4379-4b54-859a-e528ffe492ae,Idaho_Mtn_SAR,2/5/2021 8:00:00 PM,2/5/2021 9:30:00 PM,,-116.132579999918,44.0017199997267
2843,217ac852-a70a-4512-80ea-e12dbecf5012,PATROL,,Mobile_and_Responsive,cc9d84a3-0083-4e61-8761-e5960f597411,3/16/2021 3:43:52 PM,E60135Hub,3/16/2021 3:43:52 PM,E60135Hub,31d8fe9b-e413-40dd-8ea2-4f174446a1b1,Idaho_Mtn_SAR,2/19/2021 8:15:00 PM,2/19/2021 9:30:00 PM,,-116.08052999988,43.7792099999106
2844,d7bae134-891a-4ea9-89e7-016e2d4cce9b,GROUND_TEAM,,Mobile_and_Responsive,060805b0-c127-49ee-87fa-af010a03a119,3/16/2021 3:54:49 PM,E60135Hub,3/16/2021 3:54:49 PM,E60135Hub,d0dad4b5-20dd-4a3c-afdf-d93a5beec482,Idaho_Mtn_SAR,2/20/2021 6:30:00 AM,2/20/2021 12:45:00 PM,,-116.084380000423,43.7813700001021
2845,4222a19f-8e49-4af9-8e16-f3c41bb1b777,GROUND_TEAM,,Immobile_and_Responsive,9ebe835e-e0aa-4dff-8d1d-3686b0cd2ada,3/23/2021 10:44:00 PM,H60161,3/23/2021 10:44:00 PM,H60161,90cac358-90e8-4d06-bc0f-ca1694ae8c9b,Rocky_Mtn_Rescue_Group,8/22/2021 4:01:00 PM,2/23/2021 12:35:00 AM,,-105.574273060815,39.9317407072092
2846,beba895c-934c-4211-8bec-0eec629fe354,GROUND_TEAM,,Immobile_and_Unresponsive,b5a60d06-88f2-47b2-85c9-f61125490130,3/28/2021 11:43:18 PM,D10213Hub,3/28/2021 11:43:18 PM,D10213Hub,0930b071-ebb6-4087-94a9-c7793f52ee4f,Coconino_Co_Sheriffs_SAR_Unit,3/28/2021 8:45:00 AM,3/28/2021 4:15:00 PM,,-111.69020000001,35.3291000001937
2847,1ad9dff4-f108-40be-8cad-02e9863d09a5,"ELECTRONIC_DIRECTION_FINDING,FAMILY/FRIENDS,SELF-RESCUED,OTHER",Never needed help,Mobile_and_Responsive,414b1550-bb84-46d2-83d4-281958e33f5d,4/9/2021 5:33:02 PM,H76127Hub,4/9/2021 5:33:02 PM,H76127Hub,91d2c0eb-8771-4b9b-9762-1203cab13476,El_Paso_County_SAR,1/11/2020 11:21:00 PM,1/12/2020 1:30:00 AM,,-104.978060000308,39.029349999709
2848,79a2f1bf-cc23-454b-8e27-1c99bafc61a5,SELF-RESCUED,,Mobile_and_Responsive,c21cc1a0-9001-4c5d-876f-c64fe29ed576,4/9/2021 5:50:44 PM,H76127Hub,4/9/2021 5:50:44 PM,H76127Hub,50d863b1-16bb-4b99-9fdb-bb2c657100fc,El_Paso_County_SAR,1/26/2020 2:12:00 AM,1/26/2020 4:13:00 AM,,-104.894447021721,38.8580590057027
2849,bf6f7a44-6989-4d6c-81da-7aa103c46124,OHV_TEAM,,Mobile_and_Responsive,201f7364-3e41-4eb0-8738-d78110c2bf93,4/9/2021 5:55:24 PM,H76127Hub,4/9/2021 5:55:24 PM,H76127Hub,c9bc5765-bdc6-4bff-ad93-fb74c622087d,El_Paso_County_SAR,2/3/2020 12:13:00 AM,2/21/2020 2:28:00 AM,,-105.012604623829,39.0311434732447
2850,5397ebee-6cf6-4b3e-82f3-d8b7c6e68468,"INVESTIGATIVE,SELF-RESCUED",,Mobile_and_Responsive,4737733b-f30a-4a54-8f3b-e145c363a8e3,4/9/2021 7:39:08 PM,H76127Hub,4/9/2021 7:39:08 PM,H76127Hub,e4a23a11-90ca-4fdc-9448-4310f5ce7228,El_Paso_County_SAR,3/28/2020 3:00:00 AM,3/28/2020 3:50:00 AM,,-104.933789999925,38.8558099999699
2851,a546a01a-2e4f-4037-8bee-16e430432764,GROUND_TEAM,,Mobile_and_Responsive,012cb6dd-19d8-4c8a-87aa-cd96e7f2f2b8,4/9/2021 10:12:58 PM,H76127Hub,4/9/2021 10:12:58 PM,H76127Hub,048c3b45-b1c0-4aa3-85ba-7445b6cfe383,El_Paso_County_SAR,4/6/2020 7:48:00 PM,4/6/2020 9:41:00 PM,,-104.94526000029,39.1221400000418
2852,211ae49c-41dc-4141-87b4-c9c98a396379,"ATTRACTION,GROUND_TEAM",,Mobile_and_Responsive,e4c9aa20-308a-46a3-8d33-7c0a885b357c,4/9/2021 10:21:53 PM,H76127Hub,4/9/2021 10:21:53 PM,H76127Hub,6f00071e-ff52-45f5-b353-0a01c47d3ca1,El_Paso_County_SAR,4/30/2020 4:24:00 AM,4/30/2020 8:00:00 AM,,-104.563799999913,38.5057800001531
2853,0ac7b848-9cc1-4e8b-8c3f-c917abd2f8a0,ATTRACTION,,Mobile_and_Responsive,4770bd1e-b046-4659-8ad1-77aa1b37009a,4/9/2021 10:49:22 PM,H76127Hub,4/9/2021 10:49:22 PM,H76127Hub,215c557b-3050-40f7-9d10-c2a9fd481bb1,El_Paso_County_SAR,5/24/2020 8:06:00 PM,5/24/2020 10:00:00 PM,,-105.041126247287,38.840646308318
2854,6584e731-6654-48e6-8dd2-52356bd4e275,"GROUND_TEAM,SELF-RESCUED",,Mobile_and_Responsive,f2c399dd-dc6a-4890-8995-aad613ac82d9,4/9/2021 11:33:51 PM,H76127Hub,4/9/2021 11:33:51 PM,H76127Hub,f8228c96-5dac-45c1-8875-41d6124e12d9,El_Paso_County_SAR,6/27/2020 8:10:00 PM,6/27/2020 10:03:00 PM,,-104.938476494593,38.8529877457569
2855,b8924451-92f9-48d2-86e9-ddeb4a7e465c,"INVESTIGATIVE,PATROL",,Mobile_and_Responsive,e8243115-71a2-4956-872a-559e7f404287,4/9/2021 11:37:36 PM,H76127Hub,4/9/2021 11:37:36 PM,H76127Hub,3c8530a9-4221-46c4-8ac3-0294a1fdfd4b,El_Paso_County_SAR,6/27/2020 11:46:00 PM,6/28/2020 1:26:00 AM,,-104.913692884101,38.8574325571887
2856,3d3e226e-ae45-4911-899d-0c66016bc092,SELF-RESCUED,,Mobile_and_Responsive,5b3e7232-eab3-4498-8a78-8162117864f9,4/10/2021 12:51:18 AM,H76127Hub,4/10/2021 12:51:18 AM,H76127Hub,78f51396-04bd-4a97-af43-1061e4a62527,El_Paso_County_SAR,7/26/2020 8:03:00 PM,7/26/2020 11:00:00 PM,,-105.006976009329,38.8478683968023
2857,a892c5cb-c9d5-4a19-88a6-feb2411803a7,GROUND_TEAM,,Immobile_and_Unresponsive,1fcb7016-cc6b-4963-839d-bb60b6dca44a,4/10/2021 12:56:20 AM,H76127Hub,4/10/2021 12:56:20 AM,H76127Hub,2ba5a13d-b119-4df6-b378-a34671f3882d,El_Paso_County_SAR,7/29/2020 10:59:00 AM,7/29/2020 8:00:00 PM,,-106.455499999611,38.9136000003213
2858,9ecd566d-dd82-4ce4-87cb-58c428ee485d,CELL_PHONE_TOWER,,Mobile_and_Responsive,422ff979-dbd8-475e-8c29-f0d07039aede,4/10/2021 1:02:16 AM,H76127Hub,4/10/2021 1:02:16 AM,H76127Hub,77f998ff-d103-4747-b15e-11d5a8ae77a0,El_Paso_County_SAR,8/9/2020 11:27:00 PM,8/10/2020 1:21:00 AM,,-104.890173000194,38.788649999709
2859,1898fbe4-361a-4951-8410-ed7d9ff529fe,GROUND_TEAM,,Mobile_and_Responsive,7e87dec6-3ce4-4759-814e-88ebb9b5f252,4/10/2021 2:36:45 AM,H76127Hub,4/10/2021 2:36:45 AM,H76127Hub,c0e96d48-8331-4fb6-b90c-62ca597a5709,El_Paso_County_SAR,8/10/2020 2:49:00 AM,8/10/2020 4:11:00 AM,,-104.993499999968,38.9114609999334
2860,e494726a-cc3a-4605-8378-341a8ff76dc5,"CELL_PHONE_TOWER,GROUND_TEAM",,Mobile_and_Responsive,f5a70d34-281d-442c-8cfc-fc437fd75430,4/10/2021 2:52:01 AM,H76127Hub,4/10/2021 2:52:01 AM,H76127Hub,6d686468-2c94-41e1-b24c-c2e2e3f21bae,El_Paso_County_SAR,8/25/2020 3:00:00 AM,8/25/2020 5:45:00 AM,,-104.907199999568,38.9588800000473
2861,51529c81-4b3e-490b-83ba-e81310d79b99,SELF-RESCUED,,Mobile_and_Responsive,1b0d4d51-3a55-4fc4-8ee1-1be3b6b4a6c9,4/10/2021 3:03:38 AM,H76127Hub,4/10/2021 3:03:38 AM,H76127Hub,e68ba135-c589-4449-ab29-e4de6d340a63,El_Paso_County_SAR,8/30/2020 11:05:00 PM,8/30/2020 11:15:00 PM,,-104.821028190555,38.7313858612631
2862,11cd4524-00fc-4d0a-8c44-f9b1dfe7ce06,"CELL_PHONE_TOWER,GROUND_TEAM",,Mobile_and_Responsive,13916323-f5b0-4efb-8590-0a49502077af,4/10/2021 3:35:31 AM,H76127Hub,4/10/2021 3:35:31 AM,H76127Hub,5d407485-62b5-448e-acc8-0af8d5e06b02,El_Paso_County_SAR,9/6/2020 4:36:00 AM,9/6/2020 6:55:00 AM,,-105.001030000276,38.843200000095
2863,4442c467-5ba6-4225-8cd2-392a23e1d12b,CONFINEMENT,,Mobile_and_Responsive,994b30b6-24cc-4688-85df-80d801ba62bc,4/10/2021 1:59:40 PM,H76127Hub,4/10/2021 1:59:40 PM,H76127Hub,de358efd-a912-4776-a0b1-e1a5a635eb94,El_Paso_County_SAR,9/12/2020 2:46:00 AM,9/12/2020 3:10:00 PM,,-104.971699999962,38.8535000000974
2864,7929a4cc-ef0e-4be9-8f76-6b09ebd52c9e,GROUND_TEAM,,Mobile_and_Responsive,ffb2f271-7d57-4fcd-8589-02f6b18f2773,4/10/2021 2:09:42 PM,H76127Hub,4/10/2021 2:09:42 PM,H76127Hub,b675c415-4d01-4eb2-96f6-e193e26437b2,El_Paso_County_SAR,9/13/2020 9:35:00 PM,9/13/2020 11:26:00 PM,,-105.023000000162,38.8430200001397
2865,21420b39-b81b-4120-8283-f638d3dbd7cd,PASSERBY,,Mobile_and_Responsive,caf05b4b-b292-49e4-8e4e-ab93a100b783,4/10/2021 2:24:22 PM,H76127Hub,4/10/2021 2:24:22 PM,H76127Hub,dba58812-40c5-45d4-b9d7-dcef2e6840b3,El_Paso_County_SAR,9/21/2020 12:37:00 AM,9/21/2020 1:18:00 AM,,-104.964409000028,38.9944500001548
2866,7f13f791-35d8-467c-84fe-851cf5e2c409,"CONFINEMENT,GROUND_TEAM",,Immobile_and_Unresponsive,736414a5-8438-4829-8361-2a6874fbea67,4/10/2021 2:50:43 PM,H66144,4/10/2021 2:50:43 PM,H66144,357edb5f-fb0a-4ae9-87ed-584da69db550,Mtn_Rescue_Aspen,1/27/2021 11:00:00 PM,4/27/2021 9:00:00 PM,,-106.917182999899,39.1635099998229
2867,50e52dd4-360b-419c-8d87-46362ba374c0,SELF-RESCUED,,Mobile_and_Responsive,ec7b57ec-5e85-4cc5-8250-5541a8d5abc8,4/10/2021 2:56:03 PM,H66144,4/10/2021 2:56:03 PM,H66144,aace1d14-cae5-4eb9-ab8c-afc97b3c1714,Mtn_Rescue_Aspen,2/16/2021 2:00:00 AM,1/16/2021 3:15:00 AM,,-106.835698629683,39.1948097057923
2868,6ac34575-4a39-4c5b-84f4-84a835ead016,SELF-RESCUED,,Mobile_and_Responsive,c51715ae-164d-4690-8d68-f5bb0d57223e,4/10/2021 2:59:48 PM,H66144,4/10/2021 2:59:48 PM,H66144,ea1df181-4adb-46db-9f21-8ca9a7649f7f,Mtn_Rescue_Aspen,2/17/2021 1:30:00 PM,2/17/2021 3:15:00 PM,,-141.999999999597,39.337199999965
2869,4d5809cc-f499-4c9a-81a7-009052db38af,"GROUND_TEAM,SELF-RESCUED",,Mobile_and_Responsive,5ce72b27-d40e-4c34-8ff8-4faef4947cfe,4/10/2021 3:07:16 PM,H66144,4/10/2021 3:07:16 PM,H66144,8df375bf-458f-43a2-89f0-58d595728bae,Mtn_Rescue_Aspen,2/17/2021 11:30:00 PM,2/18/2021 2:15:00 AM,,-106.808770000396,39.1578300000984
2870,dd7a04fc-296b-4d4d-820a-fd4ccaccc363,GROUND_TEAM,,Mobile_and_Responsive,5ce72b27-d40e-4c34-8ff8-4faef4947cfe,4/10/2021 3:07:16 PM,H66144,4/10/2021 3:07:16 PM,H66144,8df375bf-458f-43a2-89f0-58d595728bae,Mtn_Rescue_Aspen,2/17/2021 11:30:00 PM,2/18/2021 2:15:00 AM,,106.81139999985,39.1843000000538
2871,7c6f89ab-ca10-4b29-80d8-be2df986b926,GROUND_TEAM,,Mobile_and_Responsive,85dae424-ccb9-42af-8b44-ad8422a3f6ca,4/10/2021 3:12:23 PM,H66144,4/10/2021 3:12:23 PM,H66144,f01590c3-10cd-4c04-a557-3cba92c6cca1,Mtn_Rescue_Aspen,3/21/2021 1:00:00 AM,3/21/2021 4:15:00 AM,,-106.836159999922,39.1759199997551
2872,8d27c89f-9089-4927-8b8c-22ec964848da,GROUND_TEAM,,Mobile_and_Responsive,88c96a06-1b16-43ef-8cee-ebbe8e6283b3,4/10/2021 3:42:01 PM,H66144,4/10/2021 3:42:01 PM,H66144,58dfc69b-bf77-4ed5-a769-b1a9e0a65dbf,Mtn_Rescue_Aspen,4/6/2021 10:00:00 PM,4/7/2021 12:30:00 AM,,-106.78423999958,-39.1688900000773
2873,e2d17eb4-2461-4b6e-8cc3-80a1b81b8f0e,K9-AIR_SCENT,,Immobile_and_Unresponsive,4b5c9c07-ffcd-4c9d-804a-d476f7c46c3d,4/10/2021 5:07:01 PM,H76127Hub,4/10/2021 5:07:01 PM,H76127Hub,351b433a-d3b3-48cd-aaf2-869721173bba,El_Paso_County_SAR,9/25/2020 3:58:00 PM,9/25/2020 7:48:00 PM,,-104.810690000075,38.9120999999852
2874,30b5aa60-18c9-4610-87ac-48e9fd5a57bc,GROUND_TEAM,,Mobile_and_Responsive,d032f3b5-d0a7-4457-8f80-5e426ad2850e,4/10/2021 5:22:45 PM,H76127Hub,4/10/2021 5:22:45 PM,H76127Hub,1f669056-767e-4cef-b95d-c75f1728e8ef,El_Paso_County_SAR,10/11/2020 3:09:00 AM,10/11/2020 4:53:00 AM,,-104.872400000283,38.7876000002218
2875,44071d3f-6f8d-440c-895c-25ba68fcc74c,SELF-RESCUED,,Mobile_and_Responsive,bc8fdafe-ae7b-4a6c-8aea-c4df5c227ef1,4/10/2021 5:30:23 PM,H76127Hub,4/10/2021 5:30:23 PM,H76127Hub,ac863223-6dba-47be-9005-bdf298ff2294,El_Paso_County_SAR,10/14/2020 3:29:00 AM,10/14/2020 3:27:00 PM,,-104.829600000336,38.9610999999686
2876,d1694741-5e3c-49e1-8c30-f7459ef72b9d,PASSERBY,,Mobile_and_Responsive,232a1f83-049b-4c15-8855-eab967e83226,4/10/2021 5:44:27 PM,H76127Hub,4/10/2021 5:44:27 PM,H76127Hub,beb34131-ad09-405a-a986-e541219a32b6,El_Paso_County_SAR,11/7/2020 10:37:00 PM,11/8/2020 12:10:00 AM,,-104.945689999562,38.7887499997872
2877,a4408036-d72d-4c33-8b04-c882cb503b6e,"CELL_PHONE_TOWER,GROUND_TEAM",,Mobile_and_Responsive,b9361742-e74e-49ab-802b-7d4083cdf5f9,4/10/2021 5:47:34 PM,H76127Hub,4/10/2021 5:47:34 PM,H76127Hub,bc13bead-6a4d-4c7b-867e-d7f6675e4852,El_Paso_County_SAR,11/8/2020 1:11:00 AM,11/8/2020 3:07:00 AM,,-104.83604000015,38.7282800000163
2878,bffa352b-2e0c-498b-8ce3-4cee0f385d93,SELF-RESCUED,,Mobile_and_Responsive,da89777a-6b03-4e36-8223-7481c28b298b,4/10/2021 7:43:16 PM,H76127Hub,4/10/2021 7:43:16 PM,H76127Hub,877a1ec7-33ce-4913-927f-b27d1ea03eaa,El_Paso_County_SAR,11/29/2020 8:37:00 PM,11/29/2020 9:29:00 PM,,-104.924929999821,39.0826280001584
2879,0781dfa9-6084-4ac2-8114-87867e29bd6b,PATROL,,Mobile_and_Responsive,e3790292-745e-4ded-88ef-d73b8fbeb8ea,4/10/2021 7:46:15 PM,H76127Hub,4/10/2021 7:46:15 PM,H76127Hub,07265dfa-2382-4a39-9d91-eefbe3f4a8bd,El_Paso_County_SAR,12/2/2020 5:39:00 PM,12/2/2020 7:18:00 PM,,-104.726414999955,38.8870300001037
2880,d664f072-c73e-4d42-822c-6f49a0af56ba,CELL_PHONE_TOWER,,Mobile_and_Responsive,313b95de-46d0-429b-8c27-40a9efc1a12e,4/10/2021 7:56:50 PM,H76127Hub,4/10/2021 7:56:50 PM,H76127Hub,bc7aaf88-e340-486c-8f35-9a40c25317a1,El_Paso_County_SAR,12/23/2020 1:14:00 AM,12/23/2020 3:44:00 AM,,-104.970395600355,39.0101699997843
2881,5f9c7338-a57a-4dec-8bcf-d3413dd4b145,"CELL_PHONE_TOWER,GROUND_TEAM",,Mobile_and_Responsive,1df98bd3-9a35-423b-85cb-312c5f540f25,4/10/2021 9:07:57 PM,H76127Hub,4/10/2021 9:07:57 PM,H76127Hub,ac41452f-3a5c-49bf-8b67-58cb51ceef86,El_Paso_County_SAR,2/3/2021 4:08:00 AM,2/3/2021 6:40:00 AM,,-104.930080000023,39.0680600001006
2882,b4c2d069-ec12-4a05-8a89-1731de34010a,SELF-RESCUED,,Mobile_and_Responsive,a541653d-a318-4873-8a89-f5cf3697520e,4/10/2021 9:27:13 PM,H76127Hub,4/10/2021 9:27:13 PM,H76127Hub,880bfc4d-ea02-4a3d-ad1b-57d738b8f5e0,El_Paso_County_SAR,3/2/2021 9:23:00 PM,3/2/2021 10:46:00 PM,,-105.01011553411,39.0277183503029
2883,554c3d44-9df1-46a9-8aa3-28843b9cb859,SELF-RESCUED,,Mobile_and_Responsive,a9341fff-7007-454f-8b35-3b649c0db90e,4/12/2021 2:50:39 AM,H66144,4/12/2021 2:50:39 AM,H66144,07b60002-89d3-4ee1-a4a5-784865b03ad3,Mtn_Rescue_Aspen,4/12/2021 1:30:00 AM,4/12/2021 2:45:00 AM,,-106.925000000263,39.168329999769
2884,d7ab8712-c9f2-4227-8f5e-4682e410265b,PATROL,,Mobile_and_Unresponsive,9da35740-fb9d-4777-8359-d26a0da6e94a,4/14/2021 12:21:58 AM,D10213,4/14/2021 12:21:58 AM,D10213,84485757-1527-4d32-a991-7eba5150e3b5,Coconino_Co_Sheriffs_SAR_Unit,1/13/2021 5:45:00 AM,4/13/2021 2:30:00 PM,,-112.043199999561,36.9153999996896
2885,53610052-3506-47e2-8d72-d836abdffdc7,PATROL,,Mobile_and_Unresponsive,28d134d0-48c6-4438-8d2a-5f1a97152865,4/15/2021 9:40:36 PM,D10213,4/15/2021 9:40:36 PM,D10213,71c18bdb-ff11-40f0-9630-2f17618deb3e,Coconino_Co_Sheriffs_SAR_Unit,2/17/2021 3:30:00 AM,2/17/2021 6:45:00 AM,,-110.744399999941,34.4125000002188
2886,f556b059-4883-4842-8971-2989672612ad,AIRCRAFT-HELICOPTER,,Mobile_and_Unresponsive,f176905d-ca0d-4028-8511-9efc9cee4627,4/15/2021 9:52:30 PM,D10213,4/15/2021 9:52:30 PM,D10213,2dfc7ba6-efd0-42af-b60c-78ca6846e826,Coconino_Co_Sheriffs_SAR_Unit,3/5/2021 8:15:00 PM,3/5/2021 11:00:00 PM,,-111.080199999865,35.8867000001481
2887,d96b6294-d86c-43e6-82d6-1c072acd5be0,"CONFINEMENT,PATROL",,Mobile_and_Unresponsive,5c56439f-e09e-426a-816e-51bbf20e9ce7,4/15/2021 9:58:59 PM,D10213,4/15/2021 9:58:59 PM,D10213,d12d5d2d-f7a9-48fe-80c6-9237b7f1d5a4,Coconino_Co_Sheriffs_SAR_Unit,2/5/2021 10:00:00 PM,2/5/2021 7:30:00 PM,,-111.761219999685,34.8569700000638
2888,716b623b-50e1-4b0a-80ab-2122835c394a,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,7013f2cd-bf6a-4a16-8813-c00ea4a463a7,4/16/2021 12:04:38 AM,D10213Hub,4/16/2021 12:04:38 AM,D10213Hub,b228d1f2-f45e-42c6-afb2-3265a0ee05db,Coconino_Co_Sheriffs_SAR_Unit,4/6/2021 2:00:00 PM,4/6/2021 6:15:00 PM,,-111.853699999608,36.9842000001992
2889,8d57527e-80f9-486b-86ae-8216501da3ac,SELF-RESCUED,,Mobile_and_Responsive,e43d1ce1-323e-4bc5-8a2b-98b83856d100,4/16/2021 11:50:07 PM,H97153,4/16/2021 11:50:07 PM,H97153,ea36a6f9-51ad-4bd4-ae0b-071c9c30348c,Park_County_SAR,1/31/2021 10:19:00 PM,1/31/2021 10:43:00 PM,,-106.121699999851,39.3155999998031
2890,c4a7c360-ee9f-4c2f-8adc-1d6436dacc30,SELF-RESCUED,,Mobile_and_Responsive,f33e38e9-c7d4-45a4-8c4c-7178e5906306,4/18/2021 9:46:03 PM,H76127Hub,4/18/2021 9:46:03 PM,H76127Hub,6d6352d1-688b-4c13-8d9e-23debddd5000,El_Paso_County_SAR,4/18/2021 1:05:00 AM,4/18/2021 1:25:00 AM,,-104.903699999728,38.7902999998667
2891,d83c49c1-24b7-427d-8844-0649c8740069,AIRCRAFT-HELICOPTER,,Immobile_and_Unresponsive,2f07b870-a035-471b-8aa1-32ebc23ae131,4/19/2021 5:47:36 PM,D10213Hub,4/19/2021 5:47:36 PM,D10213Hub,52b2df7c-5df3-44a2-b152-1aefe8d4c68e,Coconino_Co_Sheriffs_SAR_Unit,4/19/2021 1:00:00 AM,4/19/2021 8:45:00 AM,,-112.187500000266,35.312500000219
2892,37dd0a8b-494f-4b66-848c-7f7430f4b37a,TECH_RESCUE_TEAM,,Mobile_and_Responsive,029d532f-8c27-4dd7-8fdc-0c62cde6f3fc,4/20/2021 1:11:27 AM,D69116Hub,4/20/2021 1:11:27 AM,D69116Hub,70eaa107-8947-4bfd-9c5a-bc10da72c7c1,Central_Arizona_MRA,2/27/2021 8:00:00 PM,,,-112.097992619043,33.9814547946398
2893,d91a5bcb-5848-4474-8925-b930982a01b2,OTHER,Deputies,Mobile_and_Responsive,16f0dc32-4860-44d4-878f-43b2bb5eaee9,4/20/2021 1:17:27 AM,D69116Hub,4/20/2021 1:17:27 AM,D69116Hub,95bb78d6-a882-4993-a80a-8d9474f14d9c,Central_Arizona_MRA,3/8/2021 9:00:00 PM,,,-111.318812540317,33.525754133866
2894,e61dd395-a499-4cd6-8a84-18d0a8bca84d,PATROL,,Immobile_and_Unresponsive,6cb92150-6d58-46cc-857c-ea0929d87683,4/20/2021 1:21:53 AM,D69116Hub,4/20/2021 1:21:53 AM,D69116Hub,6387173f-12fb-4408-baca-5d443d09e58a,Central_Arizona_MRA,3/28/2021 1:30:00 PM,3/28/2021 4:30:00 PM,,-111.695582769871,35.3318107509963
2895,825a7f92-2e59-4330-8d35-f64256c80beb,"CELL_PHONE_TOWER,GROUND_TEAM,TRACKING_TEAM",,Mobile_and_Responsive,1223e89d-e06e-465f-8f3c-611a3454c356,5/3/2021 4:39:25 AM,C11219,5/3/2021 4:39:25 AM,C11219,c06e3d2f-7336-42ad-aebd-1a34600ca28a,Douglas_County_SAR_Nevada,2/25/2021 12:50:00 AM,2/26/2021 3:50:00 AM,,-119.924317000259,39.0011399999019
2896,91e16c2c-d184-4181-8c0d-c5893b5d10e2,SELF-RESCUED,,Mobile_and_Responsive,577029f7-129c-42f2-8f0a-c0f4d6b5f45d,5/4/2021 5:27:26 PM,H85132,5/4/2021 5:27:26 PM,H85132,e5b40eb0-5849-44f3-928b-76a360700412,Grand_County_SAR,2/25/2021 11:17:00 PM,2/25/2021 11:30:00 PM,,-105.74309999998,39.9866999997638
2897,6126b459-f27a-4d70-8576-2ad4dc6319bc,SELF-RESCUED,,Mobile_and_Responsive,8284109d-2f33-4534-8c48-6d92e32c6f18,5/4/2021 5:40:01 PM,H85132,5/4/2021 5:40:01 PM,H85132,23a808dc-ad5a-475f-a0e8-7404f5644711,Grand_County_SAR,2/28/2021 1:15:00 AM,2/28/2021 1:30:00 AM,,-106.38298000026,40.0579800000943
2898,ce648549-ab80-42cc-8e87-b692a934f2e0,FAMILY/FRIENDS,,Mobile_and_Responsive,3d62523d-ab6b-44bc-8fab-904e84d369c2,5/4/2021 6:27:34 PM,H85132,5/4/2021 6:27:34 PM,H85132,1bba2c04-3c1f-412b-bb67-bba00e0c42b6,Grand_County_SAR,4/20/2021 11:10:00 PM,4/21/2021 2:25:00 AM,,-105.800340000402,40.239600000323
