objectid,GlobalID,How Were the Subject(s) Found?,Specify Other for How Subject(s) Were Found,Subject Mobility and Responsiveness,ParentGlobalID,CreationDate,Creator,EditDate,Editor,Linked_Incident_UUID,Linked_Team,Linked_Incident_Date,Found_Date,Found_UUID,x,y
1168,15e922c8-d428-48ad-ae4b-a945012bfb3f,,,,31efaa40-5528-4be0-8836-cffb66b9559a,9/14/2018 3:31:33 AM,C74136,9/14/2018 3:31:33 AM,C74136,,,,,,-118.396775264412,37.3694918057739
1169,61b543f2-78a5-4c70-abde-8dd59cb128a5,,,,d94cf3e7-6e32-46ff-9262-9bae8ebbea43,9/14/2018 3:35:01 AM,C74136,9/14/2018 3:35:01 AM,C74136,,,,,,-118.396700597344,37.3694794541527
1170,abac0b05-7d4c-4745-a6c5-6ccfcfdbb131,GROUND_TEAM,,Mobile_and_Responsive,f268c849-c276-47e2-b01a-6a3c3f40d7db,9/15/2018 6:11:25 AM,C691682,9/15/2018 6:11:25 AM,C691682,,,,,,-119.865999999762,34.502000000331
1171,3ee88b33-2e0c-465d-911e-73ef4d8199a1,GROUND_TEAM,,Mobile_and_Responsive,d3b4a871-88bc-41b0-9e38-c213da1f64e4,9/23/2018 9:55:13 PM,D10213,9/23/2018 9:55:13 PM,D10213,,,,,,-111.706099999978,35.3378999999152
1172,4616ae10-6d75-4947-99e1-c2a22b7720a7,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,3587acfd-432d-4e37-9fad-d88ff0fcc4c0,9/24/2018 4:13:09 AM,G58121,9/24/2018 4:13:09 AM,G58121,,,,,,-117.673870000235,45.3863399999318
1173,ea895223-504e-4cbd-a4cf-dab07b77b95c,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,af124b1a-77f4-421f-9ff8-a2f94a1b1a5d,9/25/2018 9:15:56 PM,H831829,9/25/2018 9:15:56 PM,H831829,,,,,,-106.235470000143,39.3897800001293
1174,3268a84f-edc7-4c7c-a2ab-1114d04972a4,GROUND_TEAM,,Immobile_and_Unresponsive,3d8ccd51-bb54-4144-a7e1-095c7df37df8,9/25/2018 9:33:14 PM,H831829,9/25/2018 9:33:14 PM,H831829,,,,,,-105.815850000383,39.7703100002572
1175,ff25c688-9213-47a4-aa9e-1855dd998773,GROUND_TEAM,,Mobile_and_Responsive,a864d9aa-6ef5-45dc-8f02-30f6f849d5b7,9/25/2018 9:45:24 PM,H831829,9/25/2018 9:45:24 PM,H831829,,,,,,-106.651050000288,39.4245499998523
1176,01313492-2b40-4f33-9b12-a2981092c8f3,GROUND_TEAM,,Mobile_and_Responsive,9157213d-153b-4cff-8e96-18ff965dc00b,9/25/2018 11:12:28 PM,D10213,9/25/2018 11:12:28 PM,D10213,,,,,,-111.303000000326,34.5833999998711
1178,3c415037-fe9f-4346-b135-3332806f30c5,"CONFINEMENT,INVESTIGATIVE",,Mobile_and_Responsive,3d3f13fb-028f-4f48-a641-7ba2e18b29f2,9/26/2018 7:25:39 PM,D10213,9/26/2018 7:25:39 PM,D10213,,,,,,-111.171200000205,34.6448999998381
1179,e1d841da-cbe8-4763-8d32-714fde1f0563,OTHER,cell phone GPS,Mobile_and_Responsive,e446919e-5ab0-44e3-909e-21ed988b67a9,9/26/2018 10:00:29 PM,H83182,9/26/2018 10:00:29 PM,H83182,,,,,,-122.130099999716,46.0717000001377
1180,63d292e5-744c-423c-b0bf-575d6036d143,PASSERBY,,Mobile_and_Responsive,5406a9a6-e6b9-4b3e-9ed8-978d44f33cf7,9/30/2018 2:30:45 PM,B94176,9/30/2018 2:30:45 PM,B94176,,,,,,-72.7875500000904,44.3743700000956
1181,28bc8907-57cf-453f-bbee-32db68740e44,GROUND_TEAM,,Mobile_and_Responsive,5c486ca9-8f00-4a01-86e4-d113a074f72f,9/30/2018 3:16:16 PM,B94176,9/30/2018 3:16:16 PM,B94176,,,,,,-72.844029999731,44.4298899997556
1182,221c7035-0a5d-4889-9918-ead09acf1742,GROUND_TEAM,,Mobile_and_Responsive,cb3d17de-f2fa-4476-9265-3959f0e35c7e,9/30/2018 3:22:17 PM,B94176,9/30/2018 3:22:17 PM,B94176,,,,,,-72.7966799996327,44.4677700003197
1183,efa004eb-d29f-460b-9799-51d1f180337d,GROUND_TEAM,,Mobile_and_Unresponsive,9512412a-adbd-4992-8ca4-da5d99caee2b,9/30/2018 3:49:43 PM,B94176,9/30/2018 3:49:43 PM,B94176,,,,,,-72.7468099996854,44.4945500002426
1184,86b0f480-e4a2-4799-9258-a0a5e44595a8,GROUND_TEAM,,Mobile_and_Responsive,d3d3a022-669f-497d-862d-8cb9b44d07c4,9/30/2018 4:10:51 PM,B94176,9/30/2018 4:10:51 PM,B94176,,,,,,-72.8041599997124,44.5485699998436
1185,093ce136-6eb8-47c7-943d-75c13f9d27ce,GROUND_TEAM,,Immobile_and_Unresponsive,15191006-d2bd-496b-a394-ffb465e38737,9/30/2018 4:33:17 PM,B94176,9/30/2018 4:33:17 PM,B94176,,,,,,-72.7229200000003,44.6023599998083
1186,156be541-692f-4f57-9533-93a2e01a43c7,GROUND_TEAM,,Immobile_and_Unresponsive,ee98108f-c181-4007-8109-193cf2382dc2,9/30/2018 4:38:08 PM,B94176,9/30/2018 4:38:08 PM,B94176,,,,,,-72.7393999999259,44.5820299997392
1187,24661767-8859-498e-90bd-b6cc315b22b9,PATROL,,Mobile_and_Responsive,b62bae49-9b3e-4211-b5ec-6a7f222bab6f,10/3/2018 3:15:55 PM,C02194,10/3/2018 3:15:55 PM,C02194,,,,,,-122.571359999649,37.892060000172
1188,9760d1bd-c80b-48c3-a30c-4639806aa7d4,GROUND_TEAM,,Mobile_and_Unresponsive,744c1b8f-5e12-47a1-9453-0ac770fab833,10/3/2018 3:23:51 PM,C02194,10/3/2018 3:23:51 PM,C02194,,,,,,-122.572539999657,37.981910000157
1189,8456b128-3526-4d4b-ae6d-49a11774b716,GROUND_TEAM,,Mobile_and_Responsive,c9dce840-c9e9-49d5-9e13-fecf4be4941e,10/7/2018 9:20:08 PM,C74186,10/7/2018 9:20:08 PM,C74186,,,,,,-117.622630000309,34.2486900000736
1190,7b4a7b3b-182a-4828-9d81-7eeb4bfa68b7,GROUND_TEAM,,Mobile_and_Responsive,d194bf5b-26c1-451e-9218-9376a7540709,10/7/2018 9:25:32 PM,C74186,10/7/2018 9:25:32 PM,C74186,,,,,,-117.640050000043,34.2575800000586
1191,3eff276f-a186-4173-a495-911038b8f068,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,78d22d4d-073f-42f6-a982-93474c3830fd,10/7/2018 9:35:26 PM,C74186,10/7/2018 9:35:26 PM,C74186,,,,,,-117.64799000043,34.2877900000449
1192,afba43f5-d2e4-452f-a549-584fdf34fb2e,SELF-RESCUED,,Mobile_and_Responsive,fc42a7ed-cce7-43f4-b9fd-19caa8446a57,10/7/2018 9:44:52 PM,C74186,10/7/2018 9:44:52 PM,C74186,,,,,,-117.623139999947,34.2699499996926
1193,9b38e4da-5987-41d3-b97f-4a41fb0197d3,GROUND_TEAM,,Mobile_and_Responsive,d64aa64a-1c76-404c-9b0f-2c965e3b274a,10/9/2018 8:34:13 PM,B94176,10/9/2018 8:34:13 PM,B94176,,,,,,-72.7181999999692,44.5690000002115
1194,7e979e92-350a-4e14-bf34-149adc069410,GROUND_TEAM,,Immobile_and_Unresponsive,de35e35a-96b9-4227-a22f-cd2f5c05a069,10/10/2018 11:11:57 PM,H13227,10/10/2018 11:11:57 PM,H13227,,,,,,-106.22373000034,39.0004300001555
1195,e7c454ad-d70c-4c1a-8424-d3c599c08254,GROUND_TEAM,,Mobile_and_Responsive,917281d2-2779-4eca-b63c-aff6e2745d7a,10/10/2018 11:18:25 PM,H13227,10/10/2018 11:18:25 PM,H13227,,,,,,-106.38140000022,38.8037000001043
1196,99408da1-d3a8-4dd8-99d1-aa751c000f48,GROUND_TEAM,,Mobile_and_Responsive,3687321e-3adb-4619-a1d5-94199f9bcc21,10/17/2018 4:59:35 PM,E90185,10/17/2018 4:59:35 PM,E90185,,,,,,-111.853260000291,40.915499999839
1197,ba4898f9-0368-4d2b-bb21-1e40e8cfab1b,FAMILY/FRIENDS,,Immobile_and_Unresponsive,ecf69c3c-9282-4bb6-ba6d-1d8090871ac3,10/17/2018 5:04:19 PM,E90185,10/17/2018 5:04:19 PM,E90185,,,,,,-112.110750000431,41.268359999866
1198,43b9a82f-1e36-456c-bda3-22ce36b39753,PATROL,,Mobile_and_Responsive,07418999-23f4-4a9a-9cb5-cf924e533028,10/18/2018 2:15:32 AM,H60161,10/18/2018 2:15:32 AM,H60161,,,,,,-105.575889999581,39.9404100000437
1199,3bd5bc67-d460-4e72-9bab-f3e85946cee0,OTHER,Called mission coordinator,Mobile_and_Responsive,4d845cdb-965f-48e5-8049-bc61497ea56f,10/20/2018 8:13:06 PM,H831829,10/20/2018 8:13:06 PM,H831829,,,,,,-106.304440000322,39.6724999996957
1200,11b0d1b6-fa76-4290-a855-7d198974ce69,"FAMILY/FRIENDS,SELF-RESCUED",,Mobile_and_Responsive,73c5e49b-cd71-4b47-9f3a-e8c27ffb6bef,10/26/2018 10:22:48 PM,D62175,10/26/2018 10:22:48 PM,D62175,,,,,,-110.772659999852,32.1773299997412
1201,9423b2b2-6327-49e2-bd64-6f67e68f3479,SELF-RESCUED,,Mobile_and_Responsive,3c132f58-a31a-4a77-8ac4-6818b69a9b7a,10/26/2018 11:05:28 PM,D62175,10/26/2018 11:05:28 PM,D62175,,,,,,-111.263500000203,32.0141700000365
1202,42e3ddc7-9c85-41b1-9a7c-89aeb34aaef9,GROUND_TEAM,,Mobile_and_Responsive,a50b006e-1e26-4783-9161-1676c02b4401,10/29/2018 12:02:33 AM,D10213,10/29/2018 12:02:33 AM,D10213,,,,,,-111.708100000143,35.336900000236
1203,e95882e9-a539-4e53-8ebc-eeda51268bae,AIRCRAFT-HELICOPTER,,Immobile_and_Responsive,d12b2f69-f9d4-4519-857b-c21553fe4110,11/8/2018 9:28:22 PM,C69165,11/8/2018 9:28:22 PM,C69165,,,,,,-117.113829999551,32.9288499999043
1204,e5c67416-874b-4286-8a1b-cdfb6d80b4ba,GROUND_TEAM,,Immobile_and_Unresponsive,2a281ff0-c35e-444f-8f35-d1d79b4bbced,11/8/2018 9:35:11 PM,C69165,11/8/2018 9:35:11 PM,C69165,,,,,,-119.989000000053,38.6395000001811
1205,67a9e528-5e31-4408-87f6-7e1ff78935c0,BOAT,,Mobile_and_Responsive,f605a191-270a-43be-880b-12db6e0aa937,11/30/2018 3:54:24 PM,E90185,11/30/2018 3:54:24 PM,E90185,,,,,,-112.184570000338,41.3426999996908
1206,8e031c26-08a1-493d-8fac-d30e48e720b9,GROUND_TEAM,,Mobile_and_Responsive,fd8372f2-0e0f-4e79-9b2e-3562503ebe0e,12/8/2018 4:01:29 PM,B94176,12/8/2018 4:01:29 PM,B94176,,,,,,-72.7775300000702,44.420709999812
1207,d56b9f39-5b83-444f-8fd0-cbac2f0a510c,GROUND_TEAM,,Mobile_and_Responsive,3ca34208-ecfb-4e8e-b1a3-ae30bbf8d90a,12/9/2018 9:10:52 PM,D10213,12/9/2018 9:10:52 PM,D10213,,,,,,-111.513900000251,34.6342999999506
1208,d3bb1c65-c976-4d69-8616-3b5b6e0a94e9,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,3ca34208-ecfb-4e8e-b1a3-ae30bbf8d90a,12/9/2018 9:10:52 PM,D10213,12/9/2018 9:10:52 PM,D10213,,,,,,-111.51399999981,34.6341999999717
1209,3cdb57cc-f55c-4bd1-8388-0117cdb5f611,GROUND_TEAM,,Immobile_and_Unresponsive,318e1a9e-e212-4bc2-81cd-e4872170416d,12/11/2018 10:47:18 PM,G58134,12/11/2018 10:47:18 PM,G58134,,,,,,-121.932189999922,45.3160399997782
1210,99af5bec-ab56-41de-8c99-62409617c9b6,GROUND_TEAM,,Mobile_and_Responsive,cebeb4d5-d5ca-4b79-8e6d-665558aa43ce,12/14/2018 10:11:54 AM,D62175,12/14/2018 10:11:54 AM,D62175,,,,,,-110.692499999691,32.0221699999892
1211,46b99cf4-df45-4f64-8076-2901ca5284e3,"INVESTIGATIVE,SEARCH_SUSPENDED",,Mobile_and_Responsive,f8cc91a0-57ae-4e62-8184-7c3131571f83,12/14/2018 5:12:53 PM,C69165,12/14/2018 5:12:53 PM,C69165,,,,,,-117.118589999765,32.9220199999124
1212,bdf59b92-509b-4ac6-8714-b1429ee56ceb,"K9_TEAM,SEARCH_SUSPENDED",,Immobile_and_Unresponsive,48f7a69d-188c-4824-8b69-8a8c0591912a,12/14/2018 5:31:17 PM,C69165,12/14/2018 5:31:17 PM,C69165,,,,,,-116.705090000151,33.7572899998113
1213,95c5c30b-3fdc-41ac-8380-9613bd13aa80,OTHER,Found out of search zone by passing climber.,Immobile_and_Unresponsive,9e8ed1de-4781-4fb8-8c71-9feb3b1491ac,12/15/2018 9:04:26 PM,G58134,12/15/2018 9:04:26 PM,G58134,,,,,,-121.702290000222,45.3641200000426
1214,78bd722e-7d14-43ad-8d69-1822e2553471,CONFINEMENT,,Mobile_and_Responsive,5b41feaa-70cf-4002-a036-f9c1a97c4eb3,12/16/2018 10:31:07 PM,D10213,12/16/2018 10:31:07 PM,D10213,,,,,,-111.704869999741,35.3358799996866
1215,f7fd67e6-5265-4f04-8996-18aa8093c631,CONFINEMENT,,Mobile_and_Responsive,e1a05b84-02e1-4062-87e0-ae622ce62fce,12/16/2018 10:59:28 PM,D10213,12/16/2018 10:59:28 PM,D10213,,,,,,-111.747699999825,34.8284000003078
1216,b534f3a6-7460-4610-8413-ae0c9e4cda5d,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,ebd22fe3-3a8f-45c1-8372-9b2f483ce87d,12/16/2018 11:23:12 PM,D10213,12/16/2018 11:23:12 PM,D10213,,,,,,-111.788000000014,34.9052999997546
1217,64d29df2-0bd4-415f-8a5e-cfcbf470aeb4,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,b35f616f-5fd1-4cde-8569-bc6fb5948442,12/16/2018 11:39:11 PM,D10213,12/16/2018 11:39:11 PM,D10213,,,,,,-111.748499999891,34.8270000002687
1218,f78cd108-1e94-4265-8b46-9e7161dafb15,GROUND_TEAM,,Mobile_and_Responsive,0a385771-2667-4979-8db5-2f82c875fc9f,12/17/2018 9:03:24 PM,D10213,12/17/2018 9:03:24 PM,D10213,,,,,,-111.721900000386,35.8097999998354
1219,aea3e1dd-2aeb-42ca-8761-ea4ca62bf337,,,,07cdc570-b019-4515-8c46-237418b03e20,12/20/2018 1:21:09 AM,C74136,12/20/2018 1:21:09 AM,C74136,,,,,,-118.39688245768,37.3694618580329
1220,1637602e-2cb3-4451-a595-dd7e8e33b59f,,,,cb064ac7-6414-4428-aa61-5b4e4ab36243,12/20/2018 1:21:11 AM,C74136,12/20/2018 1:21:11 AM,C74136,,,,,,-118.396700597344,37.3694794541527
1221,26c439e8-f57b-4859-9eb4-58e19bada22a,,,,378301b6-7bc8-4cd5-8c59-4ecd7d42563e,12/20/2018 1:24:28 AM,C74136,12/20/2018 1:24:28 AM,C74136,,,,,,-118.396786502336,37.3692090001864
1222,43b6749e-8571-493e-bb32-28ae3f185e68,,,,c00a9880-226f-4d2a-8a97-528a522e0447,12/20/2018 1:27:51 AM,C74136,12/20/2018 1:27:51 AM,C74136,,,,,,-118.39675371293,37.3691479350518
1223,b597bd89-1936-4598-ad5c-9c6afeb5b39d,CONFINEMENT,,Mobile_and_Responsive,0cb2ac2a-7a0e-4426-94ef-beeb2fe25fe4,12/20/2018 1:31:49 AM,C74136,12/20/2018 1:31:49 AM,C74136,,,,,,-118.564193514057,37.1720180298008
1224,2ec9d804-d8b5-44c4-8689-5fc0339321b4,GROUND_TEAM,,Mobile_and_Responsive,88918ac5-1806-4e23-82f8-526f27cb91a2,12/20/2018 7:22:07 PM,C62157,12/20/2018 7:22:07 PM,C62157,,,,,,-116.392250000149,34.0747499997989
1225,6869a7ef-e21b-41f3-8e18-0f61e11bd592,TRACKING_TEAM,,Mobile_and_Responsive,af74bef9-eaf4-4e8f-88d5-bf92f7be6761,12/20/2018 7:39:28 PM,C62157,12/20/2018 7:39:28 PM,C62157,,,,,,-116.610169999847,33.826030000337
1226,dbba3305-e02b-42b1-87dd-195e42334392,TRACKING_TEAM,,Mobile_and_Unresponsive,7c9c57b3-da45-415a-852f-47ed30c5df37,12/20/2018 7:44:17 PM,C62157,12/20/2018 7:44:17 PM,C62157,,,,,,-116.713469999856,33.7452500001951
1228,7aea29b9-a00e-4734-8a4d-8b6ac26185b3,GROUND_TEAM,,Mobile_and_Responsive,c9dfabc5-bdfa-467e-812b-19010db4a9ac,12/20/2018 11:34:37 PM,C62157,12/20/2018 11:34:37 PM,C62157,,,,,,-116.652769999777,33.7632599998515
1229,3f74bb51-efd4-4364-8b32-d29d2c04996f,GROUND_TEAM,,Mobile_and_Responsive,a32b5d48-91ba-483b-8672-f55239b38de1,12/21/2018 4:31:32 AM,C62157,12/21/2018 4:31:32 AM,C62157,,,,,,-116.786260000441,33.7110700001473
1230,4626d073-ccc3-475e-8bfa-eb42a272408a,CONFINEMENT,,Mobile_and_Responsive,6e6e7aaa-f591-4fa7-8a0c-878325ea9f14,12/21/2018 3:55:12 PM,D10213,12/21/2018 3:55:12 PM,D10213,,,,,,-112.195900000063,35.247799999811
1231,a0e96ca3-9bd8-40f9-89d0-5965e712d1ea,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,7a48bf48-333c-4672-869c-da5547fd1384,12/21/2018 5:53:16 PM,D10213,12/21/2018 5:53:16 PM,D10213,,,,,,-112.219500000218,36.4868000003138
1232,156ed6fc-2764-4b9c-8b71-ee98b5b5bf95,GROUND_TEAM,,Immobile_and_Unresponsive,f737050c-6877-423a-8c11-7cb95360bc8d,12/21/2018 6:38:43 PM,C62157,12/21/2018 6:38:43 PM,C62157,,,,,,-117.025760000037,33.7352899998169
1233,25049483-d28f-4cf2-8b4d-cb79cd4d1ea9,PASSERBY,,Mobile_and_Responsive,66c2860d-93b4-468e-8a7a-123e8eeed7ee,12/21/2018 6:44:21 PM,D10213,12/21/2018 6:44:21 PM,D10213,,,,,,-111.659699999733,35.1015999999455
1234,872585f5-7567-4209-8592-3fd3db689f5b,GROUND_TEAM,,Mobile_and_Responsive,a7c1b289-e4d4-492e-87b6-3c337757a54a,12/21/2018 7:51:36 PM,C62157,12/21/2018 7:51:36 PM,C62157,,,,,,-116.682069999954,33.767870000262
1235,bb3e1fc5-418a-4d20-85e7-d6859462ddf8,INVESTIGATIVE,,Mobile_and_Responsive,b66dea1a-ab5f-48f1-8095-e691d0dbd54e,12/21/2018 7:59:49 PM,C62157,12/21/2018 7:59:49 PM,C62157,,,,,,-116.475710000135,33.5582899998241
1236,c4a5e125-5249-4956-8f8c-47e062917574,GROUND_TEAM,,Mobile_and_Responsive,5d70f523-bed3-4a1c-8f7f-eb112e051789,12/23/2018 12:32:45 AM,C62157,12/23/2018 12:32:45 AM,C62157,,,,,,-116.728999999928,33.7951700000224
1237,3a6fcbe4-48d6-4c0e-8e1e-9f1f2a4b8c49,GROUND_TEAM,,Immobile_and_Unresponsive,6d02eaf3-f1b9-4152-8919-ebc4603cc728,12/23/2018 12:43:22 AM,C62157,12/23/2018 12:43:22 AM,C62157,,,,,,-116.706060000097,33.7470200002005
1238,81ca478a-ec57-4c45-8b7a-26ae1f60ea4a,PASSERBY,,Mobile_and_Responsive,73332a52-b7be-4882-8dfa-ca340b9e4d10,12/23/2018 12:49:20 AM,C62157,12/23/2018 12:49:20 AM,C62157,,,,,,-116.627740000267,33.8336999997018
1239,7cac6a2d-6257-4cb7-891e-275f355f6088,GROUND_TEAM,,Immobile_and_Unresponsive,0fef41b8-41c7-4349-8351-abd2480217a9,12/23/2018 1:03:01 AM,C62157,12/23/2018 1:03:01 AM,C62157,,,,,,-116.675850000248,33.7511599997158
1240,f697c1d9-a4cd-4dc0-85a3-faaffb45feb4,AIRCRAFT-HELICOPTER,,Mobile_and_Responsive,9c5ff5e9-c21f-4a0b-8818-91ecb21f71b0,12/25/2018 12:08:33 AM,D10213,12/25/2018 12:08:33 AM,D10213,,,,,,-111.600799999803,34.9138999999454
1241,6c3a9aaf-6927-4684-876c-2c24ab7adbaa,PASSERBY,,Immobile_and_Responsive,af554d70-65ee-40b6-8cf4-f56c4722e0bc,12/25/2018 12:18:56 AM,D10213,12/25/2018 12:18:56 AM,D10213,,,,,,-111.759299999886,34.934099999974
1242,96eeaee3-7382-464a-80e8-f8cbdd64ea5c,PASSERBY,,Mobile_and_Responsive,c1af486a-c563-404e-8729-f047c009f644,12/25/2018 2:43:55 AM,D10213,12/25/2018 2:43:55 AM,D10213,,,,,,-111.731300000265,35.0903000000202
1243,529b1ccf-a9ab-489c-8e67-324a24c34aa6,FAMILY/FRIENDS,,Mobile_and_Responsive,32149d29-323d-4a4e-8025-7100b538c00e,12/25/2018 2:50:11 AM,D10213,12/25/2018 2:50:11 AM,D10213,,,,,,-111.673999999569,35.3860999998878
1244,40cbadfb-0a69-403b-81b1-a0f6f7394b99,PASSERBY,,Mobile_and_Responsive,7d334634-621e-485d-8a05-e9ea573907be,12/25/2018 2:57:50 AM,D10213,12/25/2018 2:57:50 AM,D10213,,,,,,-112.347500000024,36.3956000003272
1245,8761d0a5-40b6-416a-80c8-4c6e18fa0b51,INVESTIGATIVE,,Mobile_and_Responsive,d36e841b-6818-4c54-874f-2c387280337b,12/25/2018 3:06:27 AM,D10213,12/25/2018 3:06:27 AM,D10213,,,,,,-112.975800000335,36.9903000001934
1246,810e2275-fdc1-4549-8d10-a3c30aa8b2d4,CONFINEMENT,,Mobile_and_Responsive,43b03a08-ada2-4230-83f1-651bd856202c,12/25/2018 3:13:24 AM,D10213,12/25/2018 3:13:24 AM,D10213,,,,,,-111.70189999963,35.0931999999516
1247,1cb3faa3-8388-41f0-8160-ec5c5e69567a,"AIRCRAFT-HELICOPTER,ATTRACTION,PASSERBY",,Mobile_and_Responsive,3fdbc37f-c543-4129-8a0d-a9a16769d510,12/25/2018 4:10:49 AM,D10213,12/25/2018 4:10:49 AM,D10213,,,,,,-112.256299999668,36.4655999996749
1248,271db299-4816-4360-83b5-40b98cbda1ee,"INVESTIGATIVE,PATROL",,Mobile_and_Responsive,1f248be5-e22e-4124-8bd3-762ddf5d6dc8,12/25/2018 4:17:00 AM,D10213,12/25/2018 4:17:00 AM,D10213,,,,,,-111.761599999627,34.8607999999081
1249,6297adb2-7e7a-46d2-8b01-c2dcd6b8df27,FAMILY/FRIENDS,,Mobile_and_Responsive,0988275b-5fbc-435d-8adf-715941082bc8,12/25/2018 4:36:43 AM,D10213,12/25/2018 4:36:43 AM,D10213,,,,,,-111.54439999963,35.2700999997297
1250,f88294a6-de1d-42f9-8128-5b6f1ff0e857,"CELL_PHONE_TOWER,CONFINEMENT,SELF-RESCUED",,Mobile_and_Responsive,60ea532e-5242-44c9-81d7-af865a249ff3,12/25/2018 7:24:43 PM,D10213,12/25/2018 7:24:43 PM,D10213,,,,,,-110.946700000053,34.3659999997112
1251,9fee2e18-b4d5-4e7d-8bb9-0ce1356f01b4,"ATTRACTION,GROUND_TEAM",,Mobile_and_Responsive,a2b3729f-afb6-4af2-8608-2b1615982678,12/25/2018 7:31:20 PM,D10213,12/25/2018 7:31:20 PM,D10213,,,,,,-111.725600000243,34.8727000001619
1252,c54ff15a-0298-475a-840b-54c711b96d6e,PASSERBY,,Immobile_and_Unresponsive,e3e0020d-2712-48cd-82ae-d58c6ae5489e,12/25/2018 7:46:09 PM,D10213,12/25/2018 7:46:09 PM,D10213,,,,,,-111.7456000001,35.2487999997098
1253,7b7b1a9f-0835-4a65-87c8-fe49e2b8277a,"CONFINEMENT,PATROL",,Mobile_and_Responsive,25848564-398d-410b-8576-aed241c7181a,12/25/2018 8:13:06 PM,D10213,12/25/2018 8:13:06 PM,D10213,,,,,,-111.442899999769,34.8152999996909
1254,e51e895a-d960-49a7-80d2-b6d9735db9f5,PATROL,,Mobile_and_Responsive,6ca8ca4b-ab16-4c5d-87b8-bac0efe5e5c6,12/25/2018 10:03:27 PM,D10213,12/25/2018 10:03:27 PM,D10213,,,,,,-111.588700000149,35.2260000001616
1255,246b49c1-0cb9-4453-8cb9-d2c8b800d5f0,SELF-RESCUED,,Mobile_and_Responsive,1eb73e97-55ea-4c0d-8596-351d010a8f22,12/25/2018 10:10:34 PM,D10213,12/25/2018 10:10:34 PM,D10213,,,,,,-111.211999999986,34.4221000003687
